"element","image"
"46_79_9_0","0"
"46_79_9_1","91_34_8"
"48_79_9_0","0"
"48_79_9_1","0"
"48_79_9_2","95_32_8"
"50_79_9_0","0"
"50_79_9_1","0"
"50_79_9_2","99_30_8"
"54_79_9_0","0"
"54_79_9_1","107_26_8"
"63_79_9_0","0"
"63_79_9_1","125_17_8"
"80_79_9_0","0"
"80_79_9_1","159_0_8"
"4_79_10_0","7_76_9_1"
"4_79_10_1","7_76_9_1 + 7_76_9_2"
"4_79_10_2","7_76_9_0"
"6_79_10","11_74_9_0"
"8_79_10_0","0"
"8_79_10_1","15_72_9_0"
"8_79_10_2","15_72_9_1"
"10_79_10_0","0"
"10_79_10_1","19_70_9_0"
"11_79_10_0","0"
"11_79_10_1","0"
"11_79_10_2","21_69_9_0"
"11_79_10_3","21_69_9_1"
"12_79_10_0","0"
"12_79_10_1","0"
"12_79_10_2","0"
"12_79_10_3","0"
"12_79_10_4","23_68_9_0"
"12_79_10_5","23_68_9_1"
"12_79_10_6","23_68_9_0 + 23_68_9_2"
"15_79_10_0","0"
"15_79_10_1","0"
"15_79_10_2","0"
"15_79_10_3","0"
"15_79_10_4","29_65_9_2"
"15_79_10_5","29_65_9_0"
"15_79_10_6","29_65_9_1"
"16_79_10_0","0"
"16_79_10_1","0"
"16_79_10_2","0"
"16_79_10_3","0"
"16_79_10_4","0"
"16_79_10_5","0"
"16_79_10_6","0"
"16_79_10_7","31_64_9_1"
"16_79_10_8","31_64_9_0"
"18_79_10_0","0"
"18_79_10_1","0"
"18_79_10_2","0"
"18_79_10_3","0"
"18_79_10_4","35_62_9_1"
"18_79_10_5","35_62_9_0 + 35_62_9_1"
"20_79_10_0","0"
"20_79_10_1","0"
"20_79_10_2","39_60_9_0"
"22_79_10_0","0"
"22_79_10_1","0"
"22_79_10_2","43_58_9"
"24_79_10_0","0"
"24_79_10_1","47_56_9"
"26_79_10_0","0"
"26_79_10_1","0"
"26_79_10_2","51_54_9"
"27_79_10_0","0"
"27_79_10_1","0"
"27_79_10_2","53_53_9"
"32_79_10_0","0"
"32_79_10_1","0"
"32_79_10_2","63_48_9_0"
"32_79_10_3","63_48_9_1"
"38_79_10_0","0"
"38_79_10_1","75_42_9"
"42_79_10_0","0"
"42_79_10_1","83_38_9"
"45_79_10_0","0"
"45_79_10_1","89_35_9"
"46_79_10_0","0"
"46_79_10_1","0"
"46_79_10_2","91_34_9"
"48_79_10_0","0"
"48_79_10_1","0"
"48_79_10_2","95_32_9"
"50_79_10_0","0"
"50_79_10_1","99_30_9"
"52_79_10_0","0"
"52_79_10_1","103_28_9"
"54_79_10_0","0"
"54_79_10_1","107_26_9"
"58_79_10_0","0"
"58_79_10_1","115_22_9"
"80_79_10_0","0"
"80_79_10_1","159_0_9"
"2_79_11","3_78_10"
"3_79_11","5_77_10_0"
"4_79_11_0","0"
"4_79_11_1","7_76_10_0"
"4_79_11_2","7_76_10_2"
"4_79_11_3","7_76_10_1 + 7_76_10_2"
"6_79_11","11_74_10_1"
"8_79_11_0","15_72_10_2"
"8_79_11_1","15_72_10_1 + 15_72_10_2"
"8_79_11_2","15_72_10_0"
"9_79_11_0","0"
"9_79_11_1","17_71_10_0"
"10_79_11_0","0"
"10_79_11_1","0"
"10_79_11_2","19_70_10"
"11_79_11_0","0"
"11_79_11_1","0"
"11_79_11_2","0"
"11_79_11_3","21_69_10_2"
"12_79_11_0","0"
"12_79_11_1","0"
"12_79_11_2","0"
"12_79_11_3","0"
"12_79_11_4","23_68_10_1 + 23_68_10_2"
"12_79_11_5","23_68_10_2"
"12_79_11_6","23_68_10_0"
"14_79_11_0","0"
"14_79_11_1","0"
"14_79_11_2","27_66_10_1"
"16_79_11_0","0"
"16_79_11_1","0"
"16_79_11_2","0"
"16_79_11_3","31_64_10_0"
"16_79_11_4","31_64_10_0 + 31_64_10_1"
"18_79_11_0","0"
"18_79_11_1","0"
"18_79_11_2","0"
"18_79_11_3","35_62_10_3"
"20_79_11_0","0"
"20_79_11_1","39_60_10"
"22_79_11_0","0"
"22_79_11_1","43_58_10"
"23_79_11_0","0"
"23_79_11_1","45_57_10"
"24_79_11_0","0"
"24_79_11_1","0"
"24_79_11_2","47_56_10_0"
"24_79_11_3","47_56_10_1"
"26_79_11_0","0"
"26_79_11_1","0"
"26_79_11_2","0"
"26_79_11_3","51_54_10_0"
"36_79_11_0","0"
"36_79_11_1","71_44_10"
"40_79_11_0","0"
"40_79_11_1","79_40_10"
"43_79_11_0","0"
"43_79_11_1","85_37_10"
"46_79_11_0","0"
"46_79_11_1","0"
"46_79_11_2","91_34_10"
"50_79_11_0","0"
"50_79_11_1","99_30_10"
"52_79_11_0","0"
"52_79_11_1","103_28_10"
"56_79_11_0","0"
"56_79_11_1","111_24_10"
"58_79_11_0","0"
"58_79_11_1","115_22_10"
"80_79_11_0","0"
"80_79_11_1","159_0_10"
"2_79_12","3_78_11"
"4_79_12_0","7_76_11_0"
"4_79_12_1","7_76_11_1"
"4_79_12_2","7_76_11_2"
"5_79_12_0","9_75_11_0 + 9_75_11_2"
"5_79_12_1","9_75_11_1"
"6_79_12_0","0"
"6_79_12_1","0"
"6_79_12_2","11_74_11_0"
"6_79_12_3","11_74_11_1"
"8_79_12_0","0"
"8_79_12_1","0"
"8_79_12_2","15_72_11_2"
"8_79_12_3","15_72_11_0 + 15_72_11_1"
"8_79_12_4","15_72_11_1"
"10_79_12_0","0"
"10_79_12_1","0"
"10_79_12_2","19_70_11"
"12_79_12_0","0"
"12_79_12_1","23_68_11_0 + 23_68_11_1 + 23_68_11_3"
"12_79_12_2","23_68_11_2 + 23_68_11_3"
"12_79_12_3","23_68_11_3"
"14_79_12_0","0"
"14_79_12_1","27_66_11_2"
"14_79_12_2","27_66_11_1"
"14_79_12_3","27_66_11_0 + 27_66_11_1 + 27_66_11_3"
"14_79_12_4","27_66_11_0"
"15_79_12_0","0"
"15_79_12_1","29_65_11_0 + 29_65_11_1"
"18_79_12_0","35_62_11_1"
"18_79_12_1","35_62_11_0"
"19_79_12","37_61_11_0"
"20_79_12_0","0"
"20_79_12_1","39_60_11_1"
"20_79_12_2","39_60_11_0"
"23_79_12_0","0"
"23_79_12_1","45_57_11"
"24_79_12_0","0"
"24_79_12_1","0"
"24_79_12_2","47_56_11"
"26_79_12_0","0"
"26_79_12_1","51_54_11_0 + 51_54_11_1"
"28_79_12","55_52_11"
"34_79_12","67_46_11"
"39_79_12","77_41_11"
"40_79_12_0","0"
"40_79_12_1","79_40_11"
"50_79_12","99_30_11"
"55_79_12","109_25_11"
"56_79_12_0","0"
"56_79_12_1","111_24_11"
"80_79_12","159_0_11"
"2_79_13","3_78_12"
"3_79_13","5_77_12_0 + 5_77_12_1"
"4_79_13_0","0"
"4_79_13_1","7_76_12"
"6_79_13_0","0"
"6_79_13_1","11_74_12_0"
"8_79_13_0","0"
"8_79_13_1","15_72_12_0"
"8_79_13_2","15_72_12_2"
"8_79_13_3","15_72_12_1"
"8_79_13_4","15_72_12_0 + 15_72_12_3"
"10_79_13","19_70_12_0"
"12_79_13_0","0"
"12_79_13_1","23_68_12_0 + 23_68_12_1"
"12_79_13_2","23_68_12_1"
"12_79_13_3","23_68_12_0 + 23_68_12_1 + 23_68_12_2"
"14_79_13_0","0"
"14_79_13_1","27_66_12_1 + 27_66_12_2"
"14_79_13_2","27_66_12_1"
"15_79_13_0","0"
"15_79_13_1","29_65_12_0 + 29_65_12_1"
"18_79_13_0","0"
"18_79_13_1","0"
"18_79_13_2","35_62_12_0 + 35_62_12_1"
"18_79_13_3","35_62_12_0"
"20_79_13_0","0"
"20_79_13_1","0"
"20_79_13_2","39_60_12_1"
"20_79_13_3","39_60_12_0"
"21_79_13_0","0"
"21_79_13_1","0"
"21_79_13_2","41_59_12"
"24_79_13_0","0"
"24_79_13_1","0"
"24_79_13_2","0"
"24_79_13_3","47_56_12"
"26_79_13_0","0"
"26_79_13_1","0"
"26_79_13_2","51_54_12_0 + 51_54_12_1"
"26_79_13_3","51_54_12_0"
"32_79_13_0","0"
"32_79_13_1","63_48_12"
"38_79_13_0","0"
"38_79_13_1","75_42_12"
"40_79_13_0","0"
"40_79_13_1","0"
"40_79_13_2","79_40_12"
"46_79_13_0","0"
"46_79_13_1","91_34_12"
"55_79_13_0","0"
"55_79_13_1","109_25_12"
"80_79_13_0","0"
"80_79_13_1","159_0_12"
"2_79_14","3_78_13"
"3_79_14_0","0"
"3_79_14_1","5_77_13"
"4_79_14_0","0"
"4_79_14_1","0"
"4_79_14_2","7_76_13_0"
"4_79_14_3","7_76_13_1"
"6_79_14_0","0"
"6_79_14_1","0"
"6_79_14_2","0"
"6_79_14_3","11_74_13_1"
"6_79_14_4","11_74_13_0 + 11_74_13_1"
"7_79_14_0","0"
"7_79_14_1","0"
"7_79_14_2","0"
"7_79_14_3","13_73_13_0"
"7_79_14_4","13_73_13_0 + 13_73_13_1"
"8_79_14_0","0"
"8_79_14_1","0"
"8_79_14_2","0"
"8_79_14_3","0"
"8_79_14_4","0"
"8_79_14_5","15_72_13_1"
"8_79_14_6","15_72_13_0 + 15_72_13_1"
"12_79_14_0","0"
"12_79_14_1","23_68_13_0"
"12_79_14_2","23_68_13_0 + 23_68_13_2"
"14_79_14_0","0"
"14_79_14_1","27_66_13"
"18_79_14_0","0"
"18_79_14_1","35_62_13_0 + 35_62_13_1"
"18_79_14_2","35_62_13_0"
"19_79_14_0","0"
"19_79_14_1","0"
"19_79_14_2","37_61_13_0"
"20_79_14_0","0"
"20_79_14_1","0"
"20_79_14_2","0"
"20_79_14_3","39_60_13"
"24_79_14_0","0"
"24_79_14_1","0"
"24_79_14_2","47_56_13_0"
"24_79_14_3","47_56_13_1"
"26_79_14_0","0"
"26_79_14_1","0"
"26_79_14_2","51_54_13"
"30_79_14_0","0"
"30_79_14_1","59_50_13"
"37_79_14_0","0"
"37_79_14_1","73_43_13"
"38_79_14_0","0"
"38_79_14_1","0"
"38_79_14_2","75_42_13"
"40_79_14_0","0"
"40_79_14_1","0"
"40_79_14_2","79_40_13"
"44_79_14_0","0"
"44_79_14_1","87_36_13"
"46_79_14_0","0"
"46_79_14_1","91_34_13"
"50_79_14_0","0"
"50_79_14_1","99_30_13"
"80_79_14_0","0"
"80_79_14_1","159_0_13"
"2_79_15","3_78_14"
"3_79_15","5_77_14_1"
"4_79_15_0","0"
"4_79_15_1","7_76_14_0"
"4_79_15_2","7_76_14_1"
"4_79_15_3","7_76_14_2"
"6_79_15_0","0"
"6_79_15_1","0"
"6_79_15_2","11_74_14_1"
"6_79_15_3","11_74_14_1 + 11_74_14_2"
"6_79_15_4","11_74_14_0 + 11_74_14_1"
"8_79_15_0","0"
"8_79_15_1","0"
"8_79_15_2","0"
"8_79_15_3","15_72_14"
"10_79_15_0","0"
"10_79_15_1","19_70_14_3"
"12_79_15_0","0"
"12_79_15_1","23_68_14_2"
"12_79_15_2","23_68_14_1 + 23_68_14_2"
"12_79_15_3","23_68_14_0 + 23_68_14_1"
"16_79_15_0","0"
"16_79_15_1","31_64_14_2"
"16_79_15_2","31_64_14_0"
"16_79_15_3","31_64_14_1"
"18_79_15_0","0"
"18_79_15_1","0"
"18_79_15_2","0"
"18_79_15_3","35_62_14"
"20_79_15_0","0"
"20_79_15_1","0"
"20_79_15_2","39_60_14"
"22_79_15_0","0"
"22_79_15_1","0"
"22_79_15_2","43_58_14"
"26_79_15_0","0"
"26_79_15_1","51_54_14"
"28_79_15_0","0"
"28_79_15_1","55_52_14"
"32_79_15_0","0"
"32_79_15_1","63_48_14"
"34_79_15_0","0"
"34_79_15_1","67_46_14"
"38_79_15_0","0"
"38_79_15_1","0"
"38_79_15_2","75_42_14"
"44_79_15_0","0"
"44_79_15_1","87_36_14"
"48_79_15_0","0"
"48_79_15_1","95_32_14"
"50_79_15_0","0"
"50_79_15_1","99_30_14"
"80_79_15_0","0"
"80_79_15_1","159_0_14"
"2_79_16","3_78_15"
"3_79_16_0","5_77_15_3"
"3_79_16_1","5_77_15_1"
"3_79_16_2","5_77_15_0"
"4_79_16_0","0"
"4_79_16_1","0"
"4_79_16_2","0"
"4_79_16_3","7_76_15_0 + 7_76_15_1"
"4_79_16_4","7_76_15_1"
"4_79_16_5","7_76_15_2"
"6_79_16_0","0"
"6_79_16_1","11_74_15_0"
"6_79_16_2","11_74_15_0 + 11_74_15_1"
"8_79_16","15_72_15"
"9_79_16_0","0"
"9_79_16_1","17_71_15_0"
"10_79_16_0","0"
"10_79_16_1","0"
"10_79_16_2","19_70_15"
"12_79_16_0","0"
"12_79_16_1","23_68_15_0 + 23_68_15_1"
"12_79_16_2","23_68_15_1"
"14_79_16_0","0"
"14_79_16_1","27_66_15"
"15_79_16_0","0"
"15_79_16_1","0"
"15_79_16_2","29_65_15_0"
"16_79_16_0","0"
"16_79_16_1","0"
"16_79_16_2","0"
"16_79_16_3","31_64_15_0 + 31_64_15_1"
"16_79_16_4","31_64_15_1"
"18_79_16_0","0"
"18_79_16_1","0"
"18_79_16_2","35_62_15_0 + 35_62_15_1"
"20_79_16_0","0"
"20_79_16_1","0"
"20_79_16_2","39_60_15"
"26_79_16_0","0"
"26_79_16_1","51_54_15_1"
"26_79_16_2","51_54_15_0"
"31_79_16_0","0"
"31_79_16_1","61_49_15"
"32_79_16_0","0"
"32_79_16_1","0"
"32_79_16_2","63_48_15"
"34_79_16_0","0"
"34_79_16_1","0"
"34_79_16_2","67_46_15"
"47_79_16_0","0"
"47_79_16_1","93_33_15"
"48_79_16_0","0"
"48_79_16_1","0"
"48_79_16_2","95_32_15"
"80_79_16_0","0"
"80_79_16_1","159_0_15"
"2_79_17","3_78_16"
"3_79_17","5_77_16"
"4_79_17_0","0"
"4_79_17_1","7_76_16"
"5_79_17_0","0"
"5_79_17_1","9_75_16_1"
"6_79_17_0","0"
"6_79_17_1","0"
"6_79_17_2","11_74_16_1"
"6_79_17_3","11_74_16_0 + 11_74_16_1"
"7_79_17_0","0"
"7_79_17_1","0"
"7_79_17_2","0"
"7_79_17_3","13_73_16_0"
"10_79_17_0","0"
"10_79_17_1","0"
"10_79_17_2","0"
"10_79_17_3","19_70_16"
"12_79_17_0","0"
"12_79_17_1","0"
"12_79_17_2","0"
"12_79_17_3","23_68_16_1"
"12_79_17_4","23_68_16_0 + 23_68_16_1"
"13_79_17_0","0"
"13_79_17_1","0"
"13_79_17_2","0"
"13_79_17_3","0"
"13_79_17_4","25_67_16"
"16_79_17_0","0"
"16_79_17_1","0"
"16_79_17_2","0"
"16_79_17_3","0"
"16_79_17_4","31_64_16_0 + 31_64_16_1"
"16_79_17_5","31_64_16_1"
"18_79_17_0","0"
"18_79_17_1","0"
"18_79_17_2","0"
"18_79_17_3","0"
"18_79_17_4","35_62_16_1"
"18_79_17_5","35_62_16_0 + 35_62_16_1"
"24_79_17_0","0"
"24_79_17_1","0"
"24_79_17_2","0"
"24_79_17_3","47_56_16"
"26_79_17_0","0"
"26_79_17_1","0"
"26_79_17_2","0"
"26_79_17_3","0"
"26_79_17_4","51_54_16"
"30_79_17_0","0"
"30_79_17_1","0"
"30_79_17_2","0"
"30_79_17_3","59_50_16"
"32_79_17_0","0"
"32_79_17_1","0"
"32_79_17_2","0"
"32_79_17_3","0"
"32_79_17_4","63_48_16"
"34_79_17_0","0"
"34_79_17_1","0"
"34_79_17_2","0"
"34_79_17_3","0"
"34_79_17_4","67_46_16"
"38_79_17_0","0"
"38_79_17_1","0"
"38_79_17_2","0"
"38_79_17_3","75_42_16"
"47_79_17_0","0"
"47_79_17_1","0"
"47_79_17_2","0"
"47_79_17_3","93_33_16"
"80_79_17_0","0"
"80_79_17_1","0"
"80_79_17_2","0"
"80_79_17_3","159_0_16"
"2_79_18_0","3_78_17_0"
"2_79_18_1","3_78_17_0 + 3_78_17_1"
"3_79_18","5_77_17_0"
"4_79_18_0","0"
"4_79_18_1","7_76_17_1"
"4_79_18_2","7_76_17_0 + 7_76_17_1"
"4_79_18_3","7_76_17_0 + 7_76_17_1 + 7_76_17_2"
"6_79_18_0","0"
"6_79_18_1","0"
"6_79_18_2","0"
"6_79_18_3","11_74_17"
"8_79_18_0","0"
"8_79_18_1","0"
"8_79_18_2","15_72_17"
"10_79_18_0","0"
"10_79_18_1","0"
"10_79_18_2","19_70_17_0"
"10_79_18_3","19_70_17_0 + 19_70_17_1"
"12_79_18_0","0"
"12_79_18_1","0"
"12_79_18_2","0"
"12_79_18_3","0"
"12_79_18_4","23_68_17"
"16_79_18_0","0"
"16_79_18_1","0"
"16_79_18_2","0"
"16_79_18_3","31_64_17_2"
"16_79_18_4","31_64_17_0"
"16_79_18_5","31_64_17_0 + 31_64_17_1 + 31_64_17_2"
"18_79_18_0","0"
"18_79_18_1","0"
"18_79_18_2","0"
"18_79_18_3","35_62_17"
"22_79_18_0","0"
"22_79_18_1","0"
"22_79_18_2","43_58_17"
"26_79_18_0","0"
"26_79_18_1","0"
"26_79_18_2","51_54_17"
"29_79_18_0","0"
"29_79_18_1","0"
"29_79_18_2","57_51_17"
"30_79_18_0","0"
"30_79_18_1","0"
"30_79_18_2","0"
"30_79_18_3","59_50_17"
"32_79_18_0","0"
"32_79_18_1","0"
"32_79_18_2","0"
"32_79_18_3","63_48_17"
"34_79_18_0","0"
"34_79_18_1","0"
"34_79_18_2","67_46_17"
"36_79_18_0","0"
"36_79_18_1","0"
"36_79_18_2","71_44_17"
"38_79_18_0","0"
"38_79_18_1","0"
"38_79_18_2","75_42_17"
"42_79_18_0","0"
"42_79_18_1","0"
"42_79_18_2","83_38_17"
"80_79_18_0","0"
"80_79_18_1","0"
"80_79_18_2","159_0_17"
"2_79_19_0","3_78_18_1"
"2_79_19_1","3_78_18_0"
"3_79_19_0","0"
"3_79_19_1","0"
"3_79_19_2","5_77_18"
"4_79_19_0","0"
"4_79_19_1","0"
"4_79_19_2","0"
"4_79_19_3","7_76_18"
"6_79_19_0","0"
"6_79_19_1","0"
"6_79_19_2","11_74_18"
"8_79_19_0","0"
"8_79_19_1","0"
"8_79_19_2","15_72_18_0"
"8_79_19_3","15_72_18_0 + 15_72_18_1"
"10_79_19_0","0"
"10_79_19_1","0"
"10_79_19_2","0"
"10_79_19_3","0"
"10_79_19_4","19_70_18"
"12_79_19_0","0"
"12_79_19_1","0"
"12_79_19_2","0"
"12_79_19_3","23_68_18"
"14_79_19_0","0"
"14_79_19_1","0"
"14_79_19_2","0"
"14_79_19_3","27_66_18"
"16_79_19_0","0"
"16_79_19_1","0"
"16_79_19_2","0"
"16_79_19_3","0"
"16_79_19_4","31_64_18"
"18_79_19_0","0"
"18_79_19_1","0"
"18_79_19_2","35_62_18"
"20_79_19_0","0"
"20_79_19_1","0"
"20_79_19_2","39_60_18"
"24_79_19_0","0"
"24_79_19_1","0"
"24_79_19_2","47_56_18"
"27_79_19_0","0"
"27_79_19_1","0"
"27_79_19_2","53_53_18"
"30_79_19_0","0"
"30_79_19_1","0"
"30_79_19_2","0"
"30_79_19_3","59_50_18"
"34_79_19_0","0"
"34_79_19_1","0"
"34_79_19_2","67_46_18"
"36_79_19_0","0"
"36_79_19_1","0"
"36_79_19_2","71_44_18"
"40_79_19_0","0"
"40_79_19_1","0"
"40_79_19_2","79_40_18"
"42_79_19_0","0"
"42_79_19_1","0"
"42_79_19_2","83_38_18"
"80_79_19_0","0"
"80_79_19_1","0"
"80_79_19_2","159_0_18"
"3_79_20","5_77_19"
"4_79_20_0","0"
"4_79_20_1","7_76_19"
"6_79_20_0","0"
"6_79_20_1","11_74_19"
"7_79_20_0","0"
"7_79_20_1","0"
"7_79_20_2","13_73_19"
"8_79_20_0","0"
"8_79_20_1","0"
"8_79_20_2","0"
"8_79_20_3","15_72_19"
"10_79_20_0","0"
"10_79_20_1","0"
"10_79_20_2","19_70_19_0 + 19_70_19_1"
"12_79_20_0","0"
"12_79_20_1","23_68_19_1"
"12_79_20_2","23_68_19_0 + 23_68_19_1"
"14_79_20_0","0"
"14_79_20_1","0"
"14_79_20_2","27_66_19"
"16_79_20_0","0"
"16_79_20_1","31_64_19"
"18_79_20_0","0"
"18_79_20_1","35_62_19_0 + 35_62_19_1"
"18_79_20_2","35_62_19_1"
"23_79_20_0","0"
"23_79_20_1","45_57_19"
"24_79_20_0","0"
"24_79_20_1","0"
"24_79_20_2","47_56_19"
"34_79_20_0","0"
"34_79_20_1","67_46_19"
"39_79_20_0","0"
"39_79_20_1","77_41_19"
"40_79_20_0","0"
"40_79_20_1","0"
"40_79_20_2","79_40_19"
"80_79_20_0","0"
"80_79_20_1","159_0_19"
"2_79_21_0","3_78_20_1"
"2_79_21_1","3_78_20_0 + 3_78_20_1"
"4_79_21_0","7_76_20_1"
"4_79_21_1","7_76_20_0 + 7_76_20_1 + 7_76_20_2"
"4_79_21_2","7_76_20_0 + 7_76_20_1"
"5_79_21_0","0"
"5_79_21_1","9_75_20_0"
"6_79_21_0","0"
"6_79_21_1","0"
"6_79_21_2","11_74_20"
"8_79_21_0","0"
"8_79_21_1","15_72_20_1"
"8_79_21_2","15_72_20_0"
"10_79_21_0","0"
"10_79_21_1","19_70_20_0 + 19_70_20_1"
"10_79_21_2","19_70_20_0 + 19_70_20_1 + 19_70_20_2"
"10_79_21_3","19_70_20_0"
"14_79_21","27_66_20"
"16_79_21","31_64_20"
"18_79_21_0","0"
"18_79_21_1","35_62_20"
"22_79_21","43_58_20"
"24_79_21_0","0"
"24_79_21_1","47_56_20"
"30_79_21","59_50_20"
"39_79_21","77_41_20"
"80_79_21","159_0_20"
"80_80_2","159_1_1"
"50_80_3","99_31_2"
"66_80_3","131_15_2"
"74_80_3","147_7_2"
"78_80_3","155_3_2"
"79_80_3","157_2_2"
"16_80_4","31_65_3"
"24_80_4","47_57_3"
"36_80_4","71_45_3"
"44_80_4_0","0"
"44_80_4_1","87_37_3"
"48_80_4_0","0"
"48_80_4_1","0"
"48_80_4_2","95_33_3"
"50_80_4_0","0"
"50_80_4_1","0"
"50_80_4_2","99_31_3_1"
"50_80_4_3","99_31_3_0"
"60_80_4_0","0"
"60_80_4_1","0"
"60_80_4_2","0"
"60_80_4_3","119_21_3"
"64_80_4_0","0"
"64_80_4_1","0"
"64_80_4_2","0"
"64_80_4_3","0"
"64_80_4_4","127_17_3"
"66_80_4_0","0"
"66_80_4_1","0"
"66_80_4_2","0"
"66_80_4_3","0"
"66_80_4_4","131_15_3"
"72_80_4_0","0"
"72_80_4_1","0"
"72_80_4_2","0"
"72_80_4_3","143_9_3"
"74_80_4_0","0"
"74_80_4_1","0"
"74_80_4_2","0"
"74_80_4_3","147_7_3"
"78_80_4_0","0"
"78_80_4_1","0"
"78_80_4_2","155_3_3"
"13_80_5","25_68_4"
"16_80_5_0","0"
"16_80_5_1","31_65_4_0 + 31_65_4_1"
"16_80_5_2","31_65_4_0"
"20_80_5","39_61_4_1"
"21_80_5","41_60_4"
"22_80_5_0","0"
"22_80_5_1","43_59_4"
"24_80_5_0","0"
"24_80_5_1","47_57_4"
"31_80_5","61_50_4"
"36_80_5_0","0"
"36_80_5_1","71_45_4"
"40_80_5_0","0"
"40_80_5_1","79_41_4"
"43_80_5_0","0"
"43_80_5_1","85_38_4_0"
"47_80_5_0","0"
"47_80_5_1","0"
"47_80_5_2","93_34_4"
"48_80_5_0","0"
"48_80_5_1","0"
"48_80_5_2","0"
"48_80_5_3","95_33_4"
"50_80_5_0","0"
"50_80_5_1","0"
"50_80_5_2","0"
"50_80_5_3","99_31_4"
"63_80_5_0","0"
"63_80_5_1","0"
"63_80_5_2","125_18_4_1"
"64_80_5_0","0"
"64_80_5_1","0"
"64_80_5_2","0"
"64_80_5_3","127_17_4"
"66_80_5_0","0"
"66_80_5_1","0"
"66_80_5_2","0"
"66_80_5_3","131_15_4"
"72_80_5_0","0"
"72_80_5_1","0"
"72_80_5_2","0"
"72_80_5_3","143_9_4"
"74_80_5_0","0"
"74_80_5_1","0"
"74_80_5_2","147_7_4"
"10_80_6","19_71_5"
"11_80_6_0","0"
"11_80_6_1","21_70_5"
"14_80_6_0","0"
"14_80_6_1","0"
"14_80_6_2","27_67_5_0"
"16_80_6_0","0"
"16_80_6_1","0"
"16_80_6_2","0"
"16_80_6_3","31_65_5_0 + 31_65_5_1"
"16_80_6_4","31_65_5_1"
"19_80_6_0","0"
"19_80_6_1","37_62_5_0"
"19_80_6_2","37_62_5_0 + 37_62_5_3"
"20_80_6_0","0"
"20_80_6_1","0"
"20_80_6_2","0"
"20_80_6_3","39_61_5_0"
"20_80_6_4","39_61_5_1"
"24_80_6_0","0"
"24_80_6_1","0"
"24_80_6_2","47_57_5"
"28_80_6_0","0"
"28_80_6_1","55_53_5"
"32_80_6_0","0"
"32_80_6_1","0"
"32_80_6_2","63_49_5"
"36_80_6_0","0"
"36_80_6_1","0"
"36_80_6_2","71_45_5_0"
"40_80_6_0","0"
"40_80_6_1","79_41_5"
"42_80_6_0","0"
"42_80_6_1","83_39_5"
"44_80_6_0","0"
"44_80_6_1","0"
"44_80_6_2","87_37_5"
"46_80_6_0","0"
"46_80_6_1","0"
"46_80_6_2","0"
"46_80_6_3","91_35_5"
"48_80_6_0","0"
"48_80_6_1","0"
"48_80_6_2","0"
"48_80_6_3","0"
"48_80_6_4","95_33_5"
"50_80_6_0","0"
"50_80_6_1","0"
"50_80_6_2","0"
"50_80_6_3","99_31_5_1"
"60_80_6_0","0"
"60_80_6_1","0"
"60_80_6_2","119_21_5"
"63_80_6_0","0"
"63_80_6_1","0"
"63_80_6_2","125_18_5"
"64_80_6_0","0"
"64_80_6_1","0"
"64_80_6_2","0"
"64_80_6_3","127_17_5"
"66_80_6_0","0"
"66_80_6_1","0"
"66_80_6_2","0"
"66_80_6_3","131_15_5_0 + 131_15_5_1"
"70_80_6_0","0"
"70_80_6_1","0"
"70_80_6_2","139_11_5"
"72_80_6_0","0"
"72_80_6_1","0"
"72_80_6_2","0"
"72_80_6_3","143_9_5"
"6_80_7","11_75_6"
"10_80_7","19_71_6"
"12_80_7_0","0"
"12_80_7_1","23_69_6_1"
"12_80_7_2","23_69_6_0"
"14_80_7_0","0"
"14_80_7_1","0"
"14_80_7_2","27_67_6_0 + 27_67_6_2"
"14_80_7_3","27_67_6_1 + 27_67_6_2"
"14_80_7_4","27_67_6_2"
"16_80_7_0","0"
"16_80_7_1","0"
"16_80_7_2","31_65_6_1"
"16_80_7_3","31_65_6_2"
"16_80_7_4","31_65_6_0"
"18_80_7_0","0"
"18_80_7_1","0"
"18_80_7_2","35_63_6_1"
"20_80_7_0","0"
"20_80_7_1","39_61_6_0 + 39_61_6_4"
"20_80_7_2","39_61_6_4"
"20_80_7_3","39_61_6_0 + 39_61_6_3"
"22_80_7_0","0"
"22_80_7_1","43_59_6"
"29_80_7","57_52_6"
"30_80_7_0","0"
"30_80_7_1","59_51_6"
"31_80_7_0","0"
"31_80_7_1","61_50_6"
"32_80_7_0","0"
"32_80_7_1","0"
"32_80_7_2","63_49_6"
"34_80_7_0","0"
"34_80_7_1","67_47_6"
"36_80_7_0","0"
"36_80_7_1","71_45_6"
"41_80_7","81_40_6_0"
"43_80_7_0","0"
"43_80_7_1","85_38_6_0"
"44_80_7_0","0"
"44_80_7_1","0"
"44_80_7_2","87_37_6"
"47_80_7_0","0"
"47_80_7_1","0"
"47_80_7_2","93_34_6"
"50_80_7_0","0"
"50_80_7_1","0"
"50_80_7_2","99_31_6"
"58_80_7_0","0"
"58_80_7_1","115_23_6"
"61_80_7_0","0"
"61_80_7_1","121_20_6"
"64_80_7_0","0"
"64_80_7_1","0"
"64_80_7_2","127_17_6"
"66_80_7_0","0"
"66_80_7_1","0"
"66_80_7_2","131_15_6"
"70_80_7_0","0"
"70_80_7_1","139_11_6"
"71_80_7_0","0"
"71_80_7_1","141_10_6"
