"element","image"
"5_57_9_0","0"
"5_57_9_1","9_53_8_0"
"6_57_9_0","0"
"6_57_9_1","0"
"6_57_9_2","11_52_8_1 + 11_52_8_2"
"6_57_9_3","11_52_8_1"
"6_57_9_4","11_52_8_0"
"7_57_9_0","0"
"7_57_9_1","0"
"7_57_9_2","13_51_8_1"
"8_57_9_0","0"
"8_57_9_1","0"
"8_57_9_2","0"
"8_57_9_3","15_50_8"
"10_57_9_0","0"
"10_57_9_1","0"
"10_57_9_2","19_48_8_0"
"11_57_9_0","0"
"11_57_9_1","21_47_8_0"
"11_57_9_2","21_47_8_1"
"12_57_9_0","0"
"12_57_9_1","0"
"12_57_9_2","0"
"12_57_9_3","23_46_8_1"
"12_57_9_4","23_46_8_2"
"12_57_9_5","23_46_8_0 + 23_46_8_1"
"16_57_9_0","0"
"16_57_9_1","0"
"16_57_9_2","0"
"16_57_9_3","31_42_8_0 + 31_42_8_1"
"16_57_9_4","31_42_8_0"
"20_57_9_0","0"
"20_57_9_1","0"
"20_57_9_2","39_38_8"
"24_57_9_0","0"
"24_57_9_1","0"
"24_57_9_2","47_34_8"
"26_57_9_0","0"
"26_57_9_1","0"
"26_57_9_2","0"
"26_57_9_3","51_32_8"
"28_57_9_0","0"
"28_57_9_1","0"
"28_57_9_2","0"
"28_57_9_3","55_30_8"
"30_57_9_0","0"
"30_57_9_1","0"
"30_57_9_2","59_28_8"
"32_57_9_0","0"
"32_57_9_1","0"
"32_57_9_2","0"
"32_57_9_3","63_26_8"
"58_57_9_0","0"
"58_57_9_1","0"
"58_57_9_2","115_0_8"
"2_57_10","3_56_9"
"3_57_10_0","5_55_9_0 + 5_55_9_1"
"3_57_10_1","5_55_9_0"
"4_57_10_0","0"
"4_57_10_1","0"
"4_57_10_2","7_54_9_1 + 7_54_9_3"
"4_57_10_3","7_54_9_3"
"4_57_10_4","7_54_9_2 + 7_54_9_3"
"4_57_10_5","7_54_9_0"
"6_57_10_0","0"
"6_57_10_1","11_52_9_0 + 11_52_9_2"
"6_57_10_2","11_52_9_0"
"6_57_10_3","11_52_9_1"
"7_57_10_0","0"
"7_57_10_1","0"
"7_57_10_2","13_51_9_0"
"8_57_10_0","0"
"8_57_10_1","0"
"8_57_10_2","0"
"8_57_10_3","15_50_9"
"10_57_10_0","0"
"10_57_10_1","0"
"10_57_10_2","19_48_9_0"
"10_57_10_3","19_48_9_0 + 19_48_9_1"
"12_57_10_0","0"
"12_57_10_1","0"
"12_57_10_2","0"
"12_57_10_3","23_46_9"
"16_57_10_0","0"
"16_57_10_1","0"
"16_57_10_2","31_42_9_1"
"16_57_10_3","31_42_9_0 + 31_42_9_1"
"20_57_10_0","0"
"20_57_10_1","39_38_9"
"23_57_10_0","0"
"23_57_10_1","45_35_9"
"24_57_10_0","0"
"24_57_10_1","0"
"24_57_10_2","47_34_9"
"26_57_10_0","0"
"26_57_10_1","0"
"26_57_10_2","51_32_9"
"28_57_10_0","0"
"28_57_10_1","55_30_9"
"29_57_10_0","0"
"29_57_10_1","57_29_9"
"30_57_10_0","0"
"30_57_10_1","0"
"30_57_10_2","59_28_9"
"32_57_10_0","0"
"32_57_10_1","0"
"32_57_10_2","63_26_9"
"36_57_10_0","0"
"36_57_10_1","71_22_9"
"58_57_10_0","0"
"58_57_10_1","115_0_9"
"2_57_11_0","3_56_10_1"
"2_57_11_1","3_56_10_0"
"3_57_11","5_55_10_0"
"4_57_11_0","0"
"4_57_11_1","7_54_10_2"
"4_57_11_2","7_54_10_3"
"4_57_11_3","7_54_10_0"
"4_57_11_4","7_54_10_0 + 7_54_10_1 + 7_54_10_2"
"5_57_11_0","0"
"5_57_11_1","0"
"5_57_11_2","9_53_10"
"6_57_11_0","0"
"6_57_11_1","11_52_10_0"
"8_57_11_0","0"
"8_57_11_1","15_50_10_1"
"8_57_11_2","15_50_10_0 + 15_50_10_1"
"12_57_11_0","0"
"12_57_11_1","0"
"12_57_11_2","23_46_10"
"14_57_11_0","0"
"14_57_11_1","27_44_10_1"
"14_57_11_2","27_44_10_0"
"21_57_11_0","0"
"21_57_11_1","41_37_10"
"24_57_11_0","0"
"24_57_11_1","0"
"24_57_11_2","47_34_10"
"27_57_11_0","0"
"27_57_11_1","53_31_10_0"
"28_57_11_0","0"
"28_57_11_1","0"
"28_57_11_2","55_30_10"
"30_57_11_0","0"
"30_57_11_1","0"
"30_57_11_2","59_28_10"
"36_57_11_0","0"
"36_57_11_1","71_22_10"
"40_57_11_0","0"
"40_57_11_1","79_18_10"
"58_57_11_0","0"
"58_57_11_1","115_0_10"
"2_57_12_0","3_56_11_0 + 3_56_11_1"
"2_57_12_1","3_56_11_1"
"3_57_12","5_55_11"
"4_57_12_0","0"
"4_57_12_1","7_54_11"
"5_57_12_0","0"
"5_57_12_1","9_53_11"
"6_57_12_0","0"
"6_57_12_1","0"
"6_57_12_2","11_52_11"
"8_57_12_0","0"
"8_57_12_1","0"
"8_57_12_2","15_50_11"
"12_57_12_0","0"
"12_57_12_1","23_46_11_1"
"12_57_12_2","23_46_11_2"
"12_57_12_3","23_46_11_0"
"14_57_12_0","0"
"14_57_12_1","0"
"14_57_12_2","27_44_11"
"18_57_12_0","0"
"18_57_12_1","35_40_11"
"24_57_12_0","0"
"24_57_12_1","0"
"24_57_12_2","47_34_11"
"28_57_12_0","0"
"28_57_12_1","0"
"28_57_12_2","55_30_11"
"39_57_12_0","0"
"39_57_12_1","77_19_11"
"58_57_12_0","0"
"58_57_12_1","115_0_11"
"2_57_13","3_56_12"
"3_57_13","5_55_12_0"
"4_57_13_0","0"
"4_57_13_1","7_54_12_1"
"4_57_13_2","7_54_12_0"
"6_57_13_0","0"
"6_57_13_1","11_52_12"
"10_57_13_0","19_48_12_1"
"10_57_13_1","19_48_12_0"
"12_57_13_0","0"
"12_57_13_1","23_46_12"
"16_57_13","31_42_12"
"18_57_13_0","0"
"18_57_13_1","35_40_12"
"22_57_13","43_36_12"
"24_57_13_0","0"
"24_57_13_1","47_34_12"
"58_57_13","115_0_12"
"2_57_14_0","3_56_13_0"
"2_57_14_1","3_56_13_0 + 3_56_13_1"
"6_57_14","11_52_13"
"8_57_14","15_50_13"
"10_57_14_0","0"
"10_57_14_1","19_48_13"
"12_57_14","23_46_13"
"15_57_14","29_43_13"
"16_57_14_0","0"
"16_57_14_1","31_42_13"
"18_57_14_0","0"
"18_57_14_1","35_40_13"
"21_57_14","41_37_13"
"22_57_14_0","0"
"22_57_14_1","43_36_13"
"24_57_14_0","0"
"24_57_14_1","47_34_13"
"28_57_14","55_30_13"
"58_57_14","115_0_13"
"3_57_15","5_55_14"
"6_57_15_0","0"
"6_57_15_1","11_52_14"
"10_57_15_0","0"
"10_57_15_1","19_48_14_1"
"12_57_15_0","0"
"12_57_15_1","23_46_14"
"16_57_15_0","0"
"16_57_15_1","0"
"16_57_15_2","31_42_14"
"19_57_15_0","0"
"19_57_15_1","37_39_14"
"22_57_15_0","0"
"22_57_15_1","0"
"22_57_15_2","43_36_14"
"28_57_15_0","0"
"28_57_15_1","55_30_14"
"32_57_15_0","0"
"32_57_15_1","63_26_14"
"58_57_15_0","0"
"58_57_15_1","115_0_14"
"2_57_16","3_56_15"
"4_57_16_0","7_54_15_1"
"4_57_16_1","7_54_15_1 + 7_54_15_2"
"4_57_16_2","7_54_15_0 + 7_54_15_2"
"6_57_16_0","0"
"6_57_16_1","11_52_15"
"10_57_16","19_48_15"
"12_57_16_0","0"
"12_57_16_1","23_46_15"
"16_57_16_0","0"
"16_57_16_1","31_42_15"
"31_57_16","61_27_15"
"58_57_16","115_0_15"
"2_57_17","3_56_16"
"4_57_17_0","0"
"4_57_17_1","7_54_16"
"6_57_17","11_52_16"
"8_57_17","15_50_16"
"10_57_17_0","0"
"10_57_17_1","19_48_16"
"12_57_17_0","0"
"12_57_17_1","23_46_16"
"14_57_17","27_44_16"
"16_57_17_0","0"
"16_57_17_1","31_42_16"
"58_57_17","115_0_16"
"3_57_18","5_55_17"
"4_57_18_0","0"
"4_57_18_1","7_54_17"
"6_57_18_0","0"
"6_57_18_1","11_52_17"
"7_57_18_0","0"
"7_57_18_1","13_51_17_0"
"8_57_18_0","0"
"8_57_18_1","0"
"8_57_18_2","15_50_17"
"10_57_18_0","0"
"10_57_18_1","0"
"10_57_18_2","19_48_17"
"12_57_18_0","0"
"12_57_18_1","23_46_17"
"13_57_18_0","0"
"13_57_18_1","25_45_17"
"14_57_18_0","0"
"14_57_18_1","0"
"14_57_18_2","27_44_17"
"16_57_18_0","0"
"16_57_18_1","0"
"16_57_18_2","31_42_17"
"20_57_18_0","0"
"20_57_18_1","39_38_17"
"58_57_18_0","0"
"58_57_18_1","115_0_17"
"2_57_19_0","3_56_18_1"
"2_57_19_1","3_56_18_0 + 3_56_18_1"
"4_57_19_0","0"
"4_57_19_1","7_54_18"
"5_57_19_0","0"
"5_57_19_1","9_53_18"
"8_57_19_0","0"
"8_57_19_1","0"
"8_57_19_2","15_50_18"
"11_57_19_0","0"
"11_57_19_1","21_47_18_0"
"12_57_19_0","0"
"12_57_19_1","0"
"12_57_19_2","23_46_18"
"14_57_19_0","0"
"14_57_19_1","0"
"14_57_19_2","27_44_18"
"20_57_19_0","0"
"20_57_19_1","39_38_18"
"24_57_19_0","0"
"24_57_19_1","47_34_18"
"58_57_19_0","0"
"58_57_19_1","115_0_18"
"3_57_20","5_55_19"
"4_57_20_0","0"
"4_57_20_1","7_54_19"
"8_57_20_0","0"
"8_57_20_1","15_50_19_1"
"8_57_20_2","15_50_19_0"
"12_57_20_0","0"
"12_57_20_1","23_46_19"
"23_57_20","45_35_19"
"58_57_20","115_0_19"
"4_57_21","7_54_20"
"6_57_21","11_52_20"
"8_57_21_0","0"
"8_57_21_1","15_50_20_0"
"8_57_21_2","15_50_20_1"
"58_57_21","115_0_20"
"2_57_22","3_56_21"
"4_57_22","7_54_21"
"5_57_22","9_53_21_0"
"6_57_22_0","0"
"6_57_22_1","11_52_21"
"8_57_22_0","0"
"8_57_22_1","15_50_21_0"
"8_57_22_2","15_50_21_1"
"12_57_22","23_46_21"
"58_57_22","115_0_21"
"3_57_23","5_55_22"
"4_57_23_0","0"
"4_57_23_1","7_54_22"
"6_57_23_0","0"
"6_57_23_1","11_52_22_0 + 11_52_22_1"
"6_57_23_2","11_52_22_0"
"12_57_23","23_46_22"
"16_57_23","31_42_22"
"58_57_23","115_0_22"
"4_57_24_0","7_54_23_0"
"4_57_24_1","7_54_23_0 + 7_54_23_1"
"6_57_24","11_52_23"
"9_57_24","17_49_23"
"15_57_24_0","0"
"15_57_24_1","29_43_23"
"58_57_24_0","0"
"58_57_24_1","115_0_23"
"2_57_25","3_56_24"
"4_57_25","7_54_24"
"58_57_25_0","0"
"58_57_25_1","115_0_24"
"3_57_26","5_55_25"
"4_57_26_0","0"
"4_57_26_1","7_54_25"
"58_57_26_0","0"
"58_57_26_1","115_0_25"
"2_57_27","3_56_26"
"4_57_27_0","0"
"4_57_27_1","7_54_26"
"8_57_27_0","0"
"8_57_27_1","15_50_26"
"58_57_27_0","0"
"58_57_27_1","115_0_26"
"2_57_28","3_56_27"
"7_57_28_0","0"
"7_57_28_1","13_51_27"
"58_57_28_0","0"
"58_57_28_1","115_0_27"
"3_57_29","5_55_28"
"58_57_29_0","0"
"58_57_29_1","115_0_28"
"58_57_30","115_0_29"
"58_57_31","115_0_30"
"58_57_32","115_0_31"
"58_57_33","115_0_32"
"58_57_34","115_0_33"
"58_57_35","115_0_34"
"58_57_36","115_0_35"
"58_57_37","115_0_36"
"58_57_38","115_0_37"
"58_57_39","115_0_38"
"58_57_40","115_0_39"
"58_57_41","115_0_40"
"58_57_42","115_0_41"
"58_57_43","115_0_42"
"56_58_2","111_3_1"
"28_58_3","55_31_2"
"44_58_3","87_15_2"
"52_58_3","103_7_2"
"53_58_3","105_6_2"
"56_58_3_0","0"
"56_58_3_1","111_3_2"
"20_58_4","39_39_3"
"22_58_4","43_37_3"
"28_58_4_0","55_31_3_1"
"28_58_4_1","55_31_3_0"
"38_58_4","75_21_3"
"40_58_4_0","0"
"40_58_4_1","79_19_3"
"44_58_4_0","0"
"44_58_4_1","87_15_3"
"51_58_4","101_8_3"
"52_58_4_0","0"
"52_58_4_1","103_7_3"
"56_58_4_0","0"
"56_58_4_1","111_3_3"
"10_58_5","19_49_4"
"14_58_5","27_45_4_0"
"18_58_5","35_41_4"
"19_58_5","37_40_4_1"
"20_58_5_0","0"
"20_58_5_1","39_39_4"
"26_58_5","51_33_4"
"28_58_5_0","0"
"28_58_5_1","55_31_4"
"36_58_5","71_23_4"
"37_58_5_0","0"
"37_58_5_1","73_22_4"
"44_58_5","87_15_4"
"50_58_5","99_9_4"
"52_58_5_0","0"
"52_58_5_1","103_7_4"
"4_58_6","7_55_5"
"6_58_6","11_53_5_0"
"8_58_6_0","0"
"8_58_6_1","15_51_5_1"
"8_58_6_2","15_51_5_0"
"10_58_6_0","0"
"10_58_6_1","0"
"10_58_6_2","19_49_5_1"
"12_58_6_0","0"
"12_58_6_1","23_47_5_1"
"12_58_6_2","23_47_5_0"
"14_58_6_0","0"
"14_58_6_1","0"
"14_58_6_2","27_45_5_2"
"18_58_6_0","0"
"18_58_6_1","35_41_5"
"19_58_6_0","0"
"19_58_6_1","37_40_5_1"
"20_58_6_0","0"
"20_58_6_1","39_39_5"
"24_58_6","47_35_5"
"26_58_6_0","0"
"26_58_6_1","51_33_5"
"28_58_6","55_31_5_1"
"29_58_6","57_30_5"
"35_58_6_0","0"
"35_58_6_1","69_24_5"
"38_58_6_0","0"
"38_58_6_1","75_21_5"
"42_58_6_0","0"
"42_58_6_1","83_17_5"
"44_58_6_0","0"
"44_58_6_1","87_15_5_0 + 87_15_5_1"
"44_58_6_2","87_15_5_0"
"48_58_6_0","0"
"48_58_6_1","95_11_5"
"3_58_7","5_56_6_0"
"4_58_7_0","0"
"4_58_7_1","7_55_6"
"5_58_7_0","0"
"5_58_7_1","9_54_6_2"
"6_58_7_0","0"
"6_58_7_1","11_53_6_0 + 11_53_6_1"
"6_58_7_2","11_53_6_1"
"7_58_7_0","0"
"7_58_7_1","13_52_6_0"
"8_58_7_0","0"
"8_58_7_1","0"
"8_58_7_2","15_51_6"
"10_58_7_0","0"
"10_58_7_1","19_49_6"
"11_58_7_0","0"
"11_58_7_1","21_48_6_1"
"12_58_7_0","0"
"12_58_7_1","23_47_6_0"
"12_58_7_2","23_47_6_0 + 23_47_6_1"
"14_58_7_0","27_45_6_0"
"14_58_7_1","27_45_6_0 + 27_45_6_1"
"19_58_7","37_40_6_0"
"21_58_7","41_38_6_0"
"22_58_7_0","0"
"22_58_7_1","43_37_6"
"23_58_7_0","0"
"23_58_7_1","45_36_6"
"27_58_7_0","0"
"27_58_7_1","53_32_6"
"28_58_7_0","0"
"28_58_7_1","0"
"28_58_7_2","55_31_6"
"36_58_7_0","0"
"36_58_7_1","71_23_6"
"42_58_7_0","0"
"42_58_7_1","83_17_6"
"43_58_7_0","0"
"43_58_7_1","85_16_6"
"44_58_7_0","0"
"44_58_7_1","0"
"44_58_7_2","87_15_6"
"45_58_7_0","0"
"45_58_7_1","89_14_6"
"48_58_7_0","0"
"48_58_7_1","0"
"48_58_7_2","95_11_6"
"2_58_8","3_57_7"
"3_58_8","5_56_7_0 + 5_56_7_1 + 5_56_7_2"
"4_58_8_0","0"
"4_58_8_1","7_55_7_2"
"4_58_8_2","7_55_7_0 + 7_55_7_2"
"4_58_8_3","7_55_7_0 + 7_55_7_1"
"6_58_8_0","0"
"6_58_8_1","11_53_7_1 + 11_53_7_2"
"6_58_8_2","11_53_7_2"
"6_58_8_3","11_53_7_0 + 11_53_7_2"
"8_58_8_0","0"
"8_58_8_1","15_51_7_0"
"8_58_8_2","15_51_7_1"
"10_58_8","19_49_7_0"
"12_58_8_0","0"
"12_58_8_1","23_47_7_2"
"12_58_8_2","23_47_7_1 + 23_47_7_2"
"12_58_8_3","23_47_7_0 + 23_47_7_1"
"14_58_8_0","27_45_7_0 + 27_45_7_1"
"14_58_8_1","27_45_7_0"
"20_58_8","39_39_7"
"22_58_8_0","43_37_7_1"
"22_58_8_1","43_37_7_0 + 43_37_7_1"
"24_58_8_0","0"
"24_58_8_1","47_35_7"
"26_58_8_0","0"
"26_58_8_1","51_33_7"
"28_58_8_0","0"
"28_58_8_1","0"
"28_58_8_2","55_31_7"
"42_58_8_0","0"
"42_58_8_1","83_17_7"
"43_58_8_0","0"
"43_58_8_1","85_16_7"
"44_58_8_0","0"
"44_58_8_1","0"
"44_58_8_2","87_15_7"
"48_58_8_0","0"
"48_58_8_1","0"
"48_58_8_2","95_11_7"
"2_58_9_0","3_57_8_0"
"2_58_9_1","3_57_8_1"
"3_58_9_0","5_56_8_0"
"3_58_9_1","5_56_8_0 + 5_56_8_2"
"4_58_9_0","0"
"4_58_9_1","0"
"4_58_9_2","7_55_8_1"
"4_58_9_3","7_55_8_0"
"4_58_9_4","7_55_8_0 + 7_55_8_2"
"6_58_9_0","11_53_8_0"
"6_58_9_1","11_53_8_3"
"6_58_9_2","11_53_8_1"
"7_58_9_0","0"
"7_58_9_1","13_52_8_0"
"8_58_9_0","0"
"8_58_9_1","0"
"8_58_9_2","15_51_8_2"
"8_58_9_3","15_51_8_1"
"8_58_9_4","15_51_8_0 + 15_51_8_2"
"10_58_9_0","0"
"10_58_9_1","0"
"10_58_9_2","19_49_8"
"12_58_9_0","0"
"12_58_9_1","0"
"12_58_9_2","23_47_8_0"
"12_58_9_3","23_47_8_1"
"22_58_9_0","43_37_8_0 + 43_37_8_1"
"22_58_9_1","43_37_8_1"
"24_58_9_0","0"
"24_58_9_1","47_35_8"
"28_58_9","55_31_8_0 + 55_31_8_1"
"30_58_9","59_29_8"
"36_58_9","71_23_8"
"42_58_9","83_17_8"
"44_58_9_0","0"
"44_58_9_1","87_15_8"
"2_58_10","3_57_9"
"3_58_10","5_56_9_0 + 5_56_9_2"
"4_58_10_0","0"
"4_58_10_1","7_55_9_0"
"4_58_10_2","7_55_9_3"
"4_58_10_3","7_55_9_0 + 7_55_9_2 + 7_55_9_3"
"4_58_10_4","7_55_9_1 + 7_55_9_2"
"6_58_10_0","0"
"6_58_10_1","11_53_9_1"
"7_58_10_0","0"
"7_58_10_1","13_52_9_1"
"8_58_10_0","0"
"8_58_10_1","0"
"8_58_10_2","15_51_9_1"
"8_58_10_3","15_51_9_0"
"10_58_10_0","0"
"10_58_10_1","19_49_9"
"11_58_10_0","0"
"11_58_10_1","21_48_9_0"
"11_58_10_2","21_48_9_1"
"14_58_10","27_45_9_1"
"20_58_10","39_39_9"
"21_58_10_0","0"
"21_58_10_1","41_38_9"
"22_58_10_0","0"
"22_58_10_1","0"
"22_58_10_2","43_37_9"
"24_58_10_0","0"
"24_58_10_1","47_35_9"
"28_58_10_0","55_31_9_1"
"28_58_10_1","55_31_9_0 + 55_31_9_1"
"30_58_10","59_29_9"
"34_58_10","67_25_9"
"36_58_10_0","71_23_9_1"
"36_58_10_1","71_23_9_0 + 71_23_9_1"
"40_58_10","79_19_9"
"2_58_11_0","3_57_10_1"
"2_58_11_1","3_57_10_0 + 3_57_10_1"
"4_58_11_0","7_55_10_1"
"4_58_11_1","7_55_10_1 + 7_55_10_2"
"4_58_11_2","7_55_10_0 + 7_55_10_1 + 7_55_10_2"
"5_58_11_0","0"
"5_58_11_1","9_54_10_1"
"6_58_11_0","0"
"6_58_11_1","11_53_10"
"7_58_11_0","0"
"7_58_11_1","13_52_10_1"
"10_58_11","19_49_10"
"12_58_11","23_47_10"
"14_58_11_0","0"
"14_58_11_1","27_45_10"
"18_58_11","35_41_10"
"19_58_11_0","0"
"19_58_11_1","37_40_10"
"22_58_11_0","0"
"22_58_11_1","43_37_10"
"28_58_11_0","55_31_10_0"
"28_58_11_1","55_31_10_0 + 55_31_10_1"
"34_58_11","67_25_10"
"35_58_11","69_24_10"
"36_58_11_0","0"
"36_58_11_1","71_23_10"
"37_58_11","73_22_10"
"40_58_11_0","0"
"40_58_11_1","79_19_10"
"2_58_12","3_57_11"
"3_58_12","5_56_11_0"
"4_58_12_0","0"
"4_58_12_1","7_55_11_0"
"4_58_12_2","7_55_11_1"
"6_58_12_0","0"
"6_58_12_1","11_53_11"
"10_58_12_0","19_49_11_1"
"10_58_12_1","19_49_11_0"
"14_58_12","27_45_11"
"16_58_12","31_43_11"
"18_58_12_0","0"
"18_58_12_1","35_41_11"
"28_58_12","55_31_11"
"34_58_12","67_25_11"
"35_58_12","69_24_11"
"36_58_12_0","0"
"36_58_12_1","71_23_11"
"40_58_12_0","0"
"40_58_12_1","79_19_11"
"2_58_13","3_57_12"
"3_58_13","5_56_12_1"
"4_58_13_0","0"
"4_58_13_1","7_55_12"
"8_58_13","15_51_12"
"10_58_13_0","0"
"10_58_13_1","19_49_12"
"12_58_13","23_47_12"
"14_58_13_0","27_45_12_1"
"14_58_13_1","27_45_12_0"
"16_58_13_0","0"
"16_58_13_1","31_43_12"
"22_58_13","43_37_12"
"28_58_13","55_31_12"
"34_58_13","67_25_12"
"36_58_13_0","0"
"36_58_13_1","71_23_12"
"2_58_14","3_57_13"
"3_58_14_0","5_56_13_0"
"3_58_14_1","5_56_13_1"
"6_58_14_0","0"
"6_58_14_1","11_53_13"
"10_58_14_0","0"
"10_58_14_1","19_49_13"
"12_58_14_0","0"
"12_58_14_1","23_47_13_1"
"12_58_14_2","23_47_13_0"
"13_58_14_0","0"
"13_58_14_1","0"
"13_58_14_2","25_46_13"
"16_58_14_0","0"
"16_58_14_1","0"
"16_58_14_2","31_43_13"
"20_58_14_0","0"
"20_58_14_1","39_39_13"
"22_58_14_0","0"
"22_58_14_1","43_37_13"
"26_58_14_0","0"
"26_58_14_1","51_33_13"
"28_58_14_0","0"
"28_58_14_1","55_31_13_1"
"28_58_14_2","55_31_13_0"
"32_58_14_0","0"
"32_58_14_1","63_27_13"
"2_58_15","3_57_14"
"4_58_15_0","7_55_14_1"
"4_58_15_1","7_55_14_0"
"6_58_15_0","0"
"6_58_15_1","11_53_14"
"8_58_15","15_51_14"
"10_58_15","19_49_14"
"11_58_15_0","0"
"11_58_15_1","21_48_14"
"12_58_15_0","0"
"12_58_15_1","0"
"12_58_15_2","23_47_14"
"20_58_15","39_39_14"
"26_58_15","51_33_14"
"27_58_15","53_32_14"
"28_58_15_0","0"
"28_58_15_1","55_31_14"
"29_58_15","57_30_14"
"32_58_15_0","0"
"32_58_15_1","63_27_14"
"2_58_16","3_57_15"
"6_58_16","11_53_15"
"8_58_16_0","15_51_15_1"
"8_58_16_1","15_51_15_0"
"10_58_16_0","0"
"10_58_16_1","19_49_15"
"12_58_16_0","0"
"12_58_16_1","23_47_15"
"26_58_16","51_33_15"
"27_58_16","53_32_15"
"28_58_16_0","0"
"28_58_16_1","55_31_15"
"32_58_16_0","0"
"32_58_16_1","63_27_15"
"3_58_17","5_56_16"
"4_58_17_0","0"
"4_58_17_1","7_55_16"
"6_58_17_0","0"
"6_58_17_1","11_53_16_0 + 11_53_16_1"
"6_58_17_2","11_53_16_0"
"8_58_17_0","0"
"8_58_17_1","0"
"8_58_17_2","15_51_16_0 + 15_51_16_1"
"8_58_17_3","15_51_16_0"
"12_58_17_0","0"
"12_58_17_1","23_47_16_1"
"14_58_17_0","0"
"14_58_17_1","27_45_16"
"20_58_17_0","0"
"20_58_17_1","39_39_16"
"26_58_17_0","0"
"26_58_17_1","51_33_16"
"28_58_17_0","0"
"28_58_17_1","0"
"28_58_17_2","55_31_16"
"2_58_18","3_57_17"
"4_58_18_0","7_55_17_1"
"4_58_18_1","7_55_17_0"
"5_58_18_0","0"
"5_58_18_1","9_54_17_0"
"6_58_18_0","0"
"6_58_18_1","0"
"6_58_18_2","11_53_17"
"8_58_18_0","0"
"8_58_18_1","15_51_17"
"12_58_18_0","23_47_17_0"
"12_58_18_1","23_47_17_0 + 23_47_17_1"
"14_58_18","27_45_17"
"18_58_18","35_41_17"
"20_58_18_0","39_39_17_1"
"20_58_18_1","39_39_17_0"
"24_58_18","47_35_17"
"2_58_19","3_57_18"
"3_58_19_0","0"
"3_58_19_1","5_56_18"
"4_58_19_0","0"
"4_58_19_1","0"
"4_58_19_2","7_55_18"
"6_58_19_0","0"
"6_58_19_1","11_53_18"
"12_58_19_0","23_47_18_0"
"12_58_19_1","23_47_18_0 + 23_47_18_1"
"18_58_19","35_41_18"
"19_58_19","37_40_18"
"20_58_19_0","0"
"20_58_19_1","39_39_18"
"21_58_19","41_38_18"
"24_58_19_0","0"
"24_58_19_1","47_35_18"
"2_58_20","3_57_19"
"4_58_20","7_55_19"
"6_58_20","11_53_19"
"12_58_20_0","0"
"12_58_20_1","23_47_19"
"18_58_20_0","0"
"18_58_20_1","35_41_19"
"19_58_20_0","0"
"19_58_20_1","37_40_19"
"20_58_20_0","0"
"20_58_20_1","0"
"20_58_20_2","39_39_19"
"24_58_20_0","0"
"24_58_20_1","0"
"24_58_20_2","47_35_19"
"2_58_21","3_57_20"
"4_58_21","7_55_20"
"6_58_21_0","0"
"6_58_21_1","11_53_20"
"12_58_21_0","0"
"12_58_21_1","23_47_20"
"18_58_21_0","0"
"18_58_21_1","35_41_20"
"20_58_21_0","0"
"20_58_21_1","0"
"20_58_21_2","39_39_20"
"3_58_22","5_56_21"
"4_58_22_0","0"
"4_58_22_1","7_55_21"
"6_58_22_0","0"
"6_58_22_1","11_53_21_0 + 11_53_21_1"
"6_58_22_2","11_53_21_0"
"10_58_22_0","0"
"10_58_22_1","19_49_21"
"12_58_22_0","0"
"12_58_22_1","23_47_21_1"
"12_58_22_2","23_47_21_0"
"16_58_22_0","0"
"16_58_22_1","31_43_21"
"4_58_23","7_55_22"
"6_58_23","11_53_22"
"7_58_23","13_52_22_0"
"10_58_23_0","0"
"10_58_23_1","19_49_22"
"11_58_23_0","0"
"11_58_23_1","21_48_22"
"12_58_23_0","0"
"12_58_23_1","0"
"12_58_23_2","23_47_22"
"13_58_23_0","0"
"13_58_23_1","25_46_22"
"16_58_23_0","0"
"16_58_23_1","0"
"16_58_23_2","31_43_22"
"2_58_24","3_57_23"
"5_58_24","9_54_23"
"6_58_24_0","0"
"6_58_24_1","11_53_23"
"10_58_24_0","0"
"10_58_24_1","19_49_23"
"11_58_24_0","0"
"11_58_24_1","21_48_23"
"12_58_24_0","0"
"12_58_24_1","0"
"12_58_24_2","23_47_23"
"16_58_24_0","0"
"16_58_24_1","0"
"16_58_24_2","31_43_23"
"3_58_25","5_56_24"
"4_58_25_0","0"
"4_58_25_1","7_55_24"
"6_58_25_0","0"
"6_58_25_1","11_53_24"
"10_58_25_0","0"
"10_58_25_1","19_49_24"
"12_58_25_0","0"
"12_58_25_1","0"
"12_58_25_2","23_47_24"
"4_58_26_0","7_55_25_1"
"4_58_26_1","7_55_25_0"
"8_58_26","15_51_25"
"2_58_27","3_57_26"
"3_58_27","5_56_26"
"4_58_27_0","0"
"4_58_27_1","7_55_26"
"5_58_27","9_54_26"
"8_58_27_0","0"
"8_58_27_1","15_51_26"
"2_58_28","3_57_27"
"3_58_28","5_56_27"
"4_58_28_0","0"
"4_58_28_1","7_55_27"
"8_58_28_0","0"
"8_58_28_1","15_51_27"
"2_58_29","3_57_28"
"4_58_29_0","0"
"4_58_29_1","7_55_28"
"2_58_30","3_57_29"
"60_59_2","119_0_1"
"28_59_3","55_32_2"
"44_59_3","87_16_2"
"52_59_3","103_8_2"
"54_59_3","107_6_2"
"60_59_3","119_0_2"
"20_59_4","39_40_3"
"22_59_4","43_38_3"
"26_59_4","51_34_3"
"27_59_4","53_33_3"
"30_59_4","59_30_3"
"42_59_4","83_18_3"
"43_59_4","85_17_3"
"46_59_4","91_14_3"
"51_59_4","101_9_3"
"52_59_4_0","0"
